from,from_network,to,to_network,relationship,type,crosses_network
"""Brother Jim"" Clemenson",Roloff,Agape Boys Ranch,Roloff,cofounder,people,False
ABM Ministries,Roloff,Lighthouse Christian Academy,Roloff,,unlabelled,False
Academy at Canyon Creek,UHS,Provo Canyon School,UHS,acquired,corporate,False
Academy at Cedar Mountain,CERTS,Mountain Springs Preparatory Academy,CERTS,rebrand,corporate,False
Academy at Dundee Ranch,WWASPS,Narvin Lichfield,WWASPS,founder/executive director,people,False
Academy at Dundee Ranch,WWASPS,Pillars of Hope,WWASPS,rebrand,corporate,False
Academy at Swift River,Wilderness,Don Vardell,Wilderness,executive director,people,False
Academy at Swift River,Wilderness,Michael Charnley,Wilderness,counselor,people,False
Acadia Healthcare,Embark,Amir Rafiei,Embark,director of pharmacy,people,False
Acadia Village,Aspen,Village Behavioral Health Treatment Center,Aspen,,unlabelled,False
Adam Ahquin,WWASPS,Clayton Ahquin,WWASPS,father/son,people,False
Adam Ahquin,WWASPS,Second Chances in Southern Utah,WWASPS,employee,people,False
Adam Ahquin,WWASPS,Olympus Academy,WWASPS,employee,people,False
Adam Ahquin,WWASPS,Horizon Academy,WWASPS,,unlabelled,False
Adirondack Leadership Expeditions,Aspen,Susan Hardy,Aspen,executive director,people,False
Agape Baptist Academy,Roloff,Agape Boarding School,Roloff,rebrand,corporate,False
Agape Baptist Church,Roloff,Agape Boarding School,Roloff,owner,corporate,False
Agape Boarding School,Roloff,Wings of Faith Girls Academy,Roloff,sister school,corporate,False
Agape Boarding School,Roloff,David Bosley,Roloff,staff,people,False
Agape Boarding School,Roloff,Brent Jackson,Roloff,dean of students,other,False
Agape Boarding School,Roloff,Lester Roloff,Roloff,photo displayed on campus,people,False
Agape Boys Ranch,Roloff,Agape Baptist Academy,Roloff,rebrand,corporate,False
Agape Boys Ranch,Roloff,Boyd Householder,Roloff,dean of staff/ranch manager,people,False
Alberta Adolescent Recovery Centre,Synanon,Dean Vause,Synanon,founder,people,False
Alberta Adolescent Recovery Centre,Synanon,KIDS of the Canadian West,Synanon,rebrand,corporate,False
Alcoholics Anonymous,Synanon,"Charles ""Chuck"" Dederich",Synanon,member,people,False
Alcoholics Anonymous,Synanon,Tom Powers,Synanon,,unlabelled,False
Alex Bitz,Asst. (south),Sharon Bitz,Asst. (south),married,people,False
All Addicts Anonymous,Synanon,East Ridge Recovery Center,Synanon,,unlabelled,False
Alldredge Academy,Asst. (south),Alldredge Wilderness Journey,Asst. (south),rebrand,corporate,False
Altior Healthcare,Altior,Paradigm Treatment Centers,Altior,,unlabelled,False
Anchor Home for Boys,Roloff,Anchor Academy,Roloff,rebrand,corporate,False
Anderson Academy,Teen Challenge,Treasure Coast Boys Academy,Teen Challenge,rebrand,corporate,False
Anneewakee School,Eckerd,"Leonard ""Len"" Buccellato",Eckerd,?,other,False
Anthony Geraci,Embark,San Cristobal Ranch Academy,Embark,founder,people,False
Appalachian Wilderness Camp,Eckerd,Tim McMahon,Eckerd,,unlabelled,False
Arden Oaks RTC,Evolve,Evolve Treatment Centers,Evolve,,unlabelled,False
Arizona Boys Ranch,Rite of Passage,Canyon State Academy,Rite of Passage,rebrand,corporate,False
Ascent Companies,Embark,RedCliff Ascent,Embark,,unlabelled,False
Ascent Companies,Embark,Discovery Ranch,Embark,,unlabelled,False
Ascent Companies,Embark,Discovery Ranch for Girls,Embark,,unlabelled,False
Ascent Companies,Embark,Oxbow Academy,Embark,,unlabelled,False
Ascent Wilderness Therapy,UHS,Larry Blakey,UHS,executive director,people,False
Ascent Wilderness Therapy,UHS,Tracy Schrunk,UHS,clinical director,people,False
Ascent Wilderness Therapy,UHS,Jonathan Gurney,UHS,clinical services,other,False
Ascent Wilderness Therapy,UHS,Brian Rossiter,UHS,program director,people,False
Ashby Academy,Altior,Christopher Carlin,Altior,dean of students,other,False
Ashcreek Ranch Academy,YSI,Ashcreek Academy,YSI,,unlabelled,False
Aspen Education Group,Aspen,Aspen Achievement Academy,Aspen,,unlabelled,False
Aspen Education Group,Aspen,SUWS of the Carolinas,Aspen,,unlabelled,False
Aspen Education Group,Aspen,Mike Ervin,Aspen,Eastern Regional Director of Admissions / Outdoor Division,people,False
Aspen Education Group,Aspen,Jim Dredge,Aspen,President/CEO,people,False
Aspen Education Group,Aspen,Excel Academy,Aspen,,unlabelled,False
Aspen Education Group,Aspen,SUWS Idaho,Aspen,,unlabelled,False
Aspen Education Group,Aspen,The Oakley School,Aspen,,unlabelled,False
Aspen Education Group,Aspen,Adirondack Leadership Expeditions,Aspen,,unlabelled,False
Aspen Education Group,Aspen,Walkabout Therapeutic Expeditions,Aspen,,unlabelled,False
Aspen Education Group,Aspen,NorthStar Center,Aspen,,unlabelled,False
Aspen Education Group,Aspen,New Leaf Academy of Oregon,Aspen,,unlabelled,False
Aspen Institute for Behavioral Assessment,Wilderness,Viewpoint Center,Wilderness,rebrand,corporate,False
Aspen Institute for Behavioral Assessment,Wilderness,Jared Balmer,Wilderness,cofounder,people,False
Aspen Ranch,Asst. (south),Cheryl Kehl,Asst. (south),clinical director,people,False
Aspen Ranch,Asst. (south),Brad M. Reedy,Asst. (south),clinical director,people,False
Aspen Ranch,Asst. (south),Brandon Burr,Asst. (south),clinical director,people,False
Aspen Youth Alternatives,Wilderness,Alternative Youth Adventures,Wilderness,rebrand,corporate,False
Aspen Youth Services,Aspen,Aspen Education Group,Aspen,rebrand,corporate,False
Aspiro Group,Aspiro,Vantage Point,Aspiro,,unlabelled,False
Avalon Hills Residential Eating Disorder Program,FHW,Hollie Archibald,FHW,therapist,people,False
Becky Simpson,Eckerd,Jeff Simpson,Eckerd,married,people,False
Becky Simpson,Eckerd,Boys Town,Eckerd,house parent,people,False
Bell Academy,WWASPS,Jade Robinson,WWASPS,founder,people,False
Bell Academy,WWASPS,WWASPS,WWASPS,,people,False
Ben Forrester,Roloff,Circle of Hope Girls' Ranch,Roloff,secretary,other,False
Ben Forrester,Roloff,Christopher Allison,Roloff,brothers-in-law,people,False
Berean Baptist Church,Roloff,Jeffrey Ables,Roloff,pastor,people,False
Berean Baptist Church,Roloff,Ben Forrester,Roloff,director,people,False
Bernie Farrow,Unframed,Whitmore Academy,Unframed,therapist,people,False
Bernie Zimmerman,Aspiro,Krista Zimmerman,Aspiro,,unlabelled,False
Bethel Academy for Girls,WWASPS,WWASPS,WWASPS,,people,False
Bethel Baptist Children's Home,WWASPS,Herman Fountain,WWASPS,,unlabelled,False
Bethel Baptist Children's Home,WWASPS,Bethel Boys Academy,WWASPS,,unlabelled,False
Bethel Boys Academy,WWASPS,Eagle Point Christian Academy,WWASPS,,unlabelled,False
Bethel Boys Academy,WWASPS,Bethel Academy for Girls,WWASPS,,people,False
Bethesda Home for Girls,Roloff,Lester Roloff,Roloff,founder,people,False
Bethesda Home for Girls,Roloff,Mountain Park Baptist Boarding Academy,Roloff,rebrand,corporate,False
Betsy Warren,Altior,Sedona Sky Academy,Altior,executive director,people,False
Betsy Warren,Altior,Academy at Sisters,Altior,cofounder,people,False
Betty Argiros,Synanon,East Ridge Recovery Center,Synanon,member,people,False
Betty Argiros,Synanon,"Emmanuel ""Mike"" Argiros",Synanon,son,people,False
Betty Argiros,Synanon,Rita Argiros,Synanon,daughter,people,False
Betty Argiros,Synanon,Family Foundation School,Synanon,cofounder,people,False
Betty Sembler,Synanon,Straight Inc.,Synanon,cofounder,people,False
Bible Baptist Temple,Roloff,Riverside Baptist Church,Roloff,rebrand,corporate,False
Bill Lane,Brown Schools/CEDU,Bill Lane and Associates,Brown Schools/CEDU,,unlabelled,False
Bill Lane and Associates,Brown Schools/CEDU,CEDU Family of Services,Brown Schools/CEDU,transportation service provider,other,False
Bill Wilson,Synanon,Alcoholics Anonymous,Synanon,founder,people,False
Birdseye RTC,CERTS,Birdseye Boys Ranch,CERTS,rebrand,corporate,False
Bledsoe Youth Academy,YOI,Youth Opportunity Investments,YOI,,unlabelled,False
Blue Hills Academy,Asst. (south),Linda Cathcart,Asst. (south),cofounder,people,False
Bobbi Trott Christensen,Eckerd,Crater Lake School,Eckerd,president,people,False
Boulder Creek Academy,Brown Schools/CEDU,Tai Komanec,Brown Schools/CEDU,CEO,people,False
Boyd Hooper,Altior,Focal Point Academy,Altior,recruiter,other,False
Boyd Hooper,Altior,Sundance Canyon Academy,Altior,admissions director,people,False
Boyd Householder,Roloff,Circle of Hope Girls' Ranch,Roloff,cofounder/director,people,False
Boyd Householder,Roloff,Stephanie Householder,Roloff,married,people,False
Boys Town,Eckerd,Jeff Simpson,Eckerd,house parent,people,False
Brandon Burr,Asst. (south),Equine Journeys Adolescent RTC,Asst. (south),cofounder,people,False
Brandon Courtney,HOPE Group,Spring Ridge Academy,HOPE Group,unliscenced therapist,people,False
Brandon Courtney,HOPE Group,Suzie Barth Courtney,HOPE Group,married,people,False
Brent Jackson,Roloff,Legacy Academy Adventures,Roloff,founder,people,False
Brian Pace,Embark,Star Guides Wilderness Therapy,Embark,therapist,people,False
Bridges Boys Academy,Wilderness,Larry Solie,Wilderness,executive director,people,False
Brighter Path Owens Cross Roads,Rite of Passage,Pathway of Madison County,Rite of Passage,,unlabelled,False
Brightway Adolescent Hospital,WWASPS,Narvin Lichfield,WWASPS,enrollment director,people,False
Bromley Brook School,Aspen,Outback Therapeutic Expeditions,Aspen,,unlabelled,False
Broward Youth Treatment Center,YOI,Youth Opportunity Investments,YOI,,unlabelled,False
Bryan Lepinske,Altior,Willow Creek School,Altior,?,other,False
Bryan Tomes,Aspen,Glen Willow Academy,Aspen,cofounder/head of school,people,False
CALO Preteens,Embark,CALO Programs,Embark,merger,corporate,False
CALO Teens,Embark,CALO Programs,Embark,merger,corporate,False
CEDU Family of Services,Brown Schools/CEDU,CEDU High School,Brown Schools/CEDU,,unlabelled,False
CEDU Family of Services,Brown Schools/CEDU,CEDU Middle School,Brown Schools/CEDU,,unlabelled,False
CEDU Family of Services,Brown Schools/CEDU,Boulder Creek Academy,Brown Schools/CEDU,,unlabelled,False
CEDU Family of Services,Brown Schools/CEDU,Rocky Mountain Academy,Brown Schools/CEDU,,unlabelled,False
CEDU Family of Services,Brown Schools/CEDU,Northwest Academy,Brown Schools/CEDU,,unlabelled,False
CEDU Family of Services,Brown Schools/CEDU,Alexander MacDonald,Brown Schools/CEDU,?,other,False
CEDU High School,Brown Schools/CEDU,Bill Lane,Brown Schools/CEDU,president,people,False
CEDU Middle School,Brown Schools/CEDU,Brandi Elliot,Brown Schools/CEDU,admissions director,people,False
CERTS,CERTS,Kolob Canyon RTC,CERTS,,unlabelled,False
CERTS,CERTS,Moonridge Academy,CERTS,,unlabelled,False
CERTS,CERTS,La Europa Academy,CERTS,,unlabelled,False
CERTS,CERTS,Academy at Cedar Mountain,CERTS,acquired,corporate,False
CERTS,CERTS,Kaizen Academy,CERTS,,unlabelled,False
CERTS,CERTS,Craig Rodabough,CERTS,executive director,people,False
CRC Health Group,Embark,Bain Capital,Embark,owner,corporate,False
Calabasas RTC,Evolve,Evolve Treatment Centers,Evolve,,unlabelled,False
Camp Elliott,Aspen,Cat Jennings,Aspen,founding executive director,people,False
Cantrill Nielsen,Embark,Eagle Ranch Academy,Embark,psychiatrist,people,False
Canyon State Academy,Rite of Passage,"Rite of Passage, Inc",Rite of Passage,,unlabelled,False
Carlbrook School,UHS,Jonathan Gurney,UHS,dean of advising,other,False
Carolina Springs Academy,WWASPS,Narvin Lichfield,WWASPS,founder/director,people,False
Casa Grande Academy,Vivant,Vivant Behavioral Healthcare,Vivant,acquired,corporate,False
Casa by the Sea,WWASPS,Come Back Youth Services,WWASPS,rebrand,corporate,False
Casa by the Sea,WWASPS,Dace Goulding,WWASPS,owner,corporate,False
Casa by the Sea,WWASPS,Jade Robinson,WWASPS,director,people,False
Cat Jennings,Aspen,New Leaf Academy of North Carolina,Aspen,founding executive director,people,False
Catherine Freer Wilderness Therapy,UHS,Santiam Crossing,UHS,owner,corporate,False
Cedar County Sheriff's Department,Roloff,Agape Boarding School,Roloff,deputy transporters,people,False
Chaffin Pullan,WWASPS,Cameron Pullan,WWASPS,brothers,people,False
Challenger Foundation,WWASPS,Bill Henry,WWASPS,co-owner,corporate,False
Challenger Foundation,WWASPS,Challenger Hawaii,WWASPS,,unlabelled,False
Challenger Foundation,WWASPS,Challenger Utah,WWASPS,,unlabelled,False
Challenger Foundation,WWASPS,Steve Cartisano,WWASPS,founder/co-owner,corporate,False
Challenger Foundation,WWASPS,"Lance ""Horsehair"" Jaggar",WWASPS,field director/co-owner,corporate,False
"Charles ""Chuck"" Dederich",Synanon,Synanon,Synanon,founder/leader,people,False
Cherry Gulch,HOPE Group,Chris H McRoberts,HOPE Group,cofounder/ program director,people,False
Chilanko Lodge,WWASPS,Steve Cartisano,WWASPS,cofounder,people,False
Chris Tarver,Asst. (north),Aspiro Wilderness Adventure Therapy,Asst. (north),,unlabelled,False
Christian Life Boarding Academy,Roloff,"Rev Bobby Ray ""Papa"" Wills",Roloff,director,people,False
Christopher Allison,Roloff,Circle of Hope Girls' Ranch,Roloff,Board of Directors,people,False
Christopher Carlin,Altior,Valley View School,Altior,clinical director,people,False
Chrysalis Academy,Embark,Chrysalis Therapeutic Boarding School,Embark,rebrand,corporate,False
Chrysalis Therapeutic Boarding School,Embark,Embark Behavioral Health,Embark,acquired,corporate,False
Cindy Fogel,Aspiro,Obsidian Trails Outdoor Schools,Aspiro,therapist,people,False
Circle of Hope Girls' Ranch,Roloff,Jeffrey Ables,Roloff,director,people,False
Clarinda Academy,Rite of Passage,Mark Moses,Rite of Passage,youth counselor,people,False
Clayton Ahquin,WWASPS,Liahona Academy,WWASPS,founder/executive director,people,False
Clearview Horizon,FHW,Clearview Girls Academy,FHW,rebrand,corporate,False
Cliff Stockton,Asst. (south),Education Consultant,Asst. (south),,unlabelled,False
Coady Schueler,Altior,Open Sky Wilderness Program,Altior,therapist,people,False
Columbus Girls Academy,Teen Challenge,Teen Challenge,Teen Challenge,,unlabelled,False
Compass Rose Academy,Asst. (south),David LePere,Asst. (south),board of direcrors,other,False
Compass Rose Academy,Asst. (south),Josiah White's,Asst. (south),owner,corporate,False
Copper Canyon Academy,Altior,Sedona Sky Academy,Altior,rebrand,corporate,False
Craig LaMont,Aspen,Catalyst RTC,Aspen,board member,people,False
Cross Creek Manor for Girls,WWASPS,Cross Creek Programs,WWASPS,,people,False
Cross Creek Manor for Girls,WWASPS,J Ralph Atkin,WWASPS,registered agent,other,False
Cross Creek Manor for Girls,WWASPS,Brent Charles Hall,WWASPS,therapist,people,False
Cross Creek Manor for Girls,WWASPS,Jade Robinson,WWASPS,,unlabelled,False
Cross Creek Programs,WWASPS,Horizon Academy,WWASPS,shared campus,corporate,False
Cross Creek Programs,WWASPS,David Gilcrease,WWASPS,cofounder,people,False
Cross Creek Programs,WWASPS,Karr Farnsworth,WWASPS,director/owner,corporate,False
Cross Creek Programs,WWASPS,Cross Creek Center for Boys,WWASPS,,people,False
Cross Creek Programs,WWASPS,Cross Creek Academy,WWASPS,,people,False
Cross Creek Programs,WWASPS,Norm Thibault,WWASPS,therapist,people,False
Dace Goulding,WWASPS,Dusky Goulding,WWASPS,brothers,people,False
Dace Goulding,WWASPS,Bell Academy,WWASPS,owner,corporate,False
Dace Goulding,WWASPS,Darrington Academy,WWASPS,cofounder,people,False
Daniel Fishburn,Asst. (south),Montfort Hall,Asst. (south),?,other,False
Daniels Academy,Aspiro,Aspiro Group,Aspiro,,unlabelled,False
Darren Prince,Wilderness,Tammy Prince Behrman,Wilderness,siblings,people,False
Darrington Academy,WWASPS,Dusky Goulding,WWASPS,director,people,False
David Bosley,Roloff,Master's Ranch Christian Academy,Roloff,founder,people,False
David Bosley,Roloff,Master's Ranch Junior High,Roloff,founder,people,False
David Freedman,Wilderness,Turnbridge,Wilderness,support staff director,people,False
David Gilcrease,WWASPS,WWASPS,WWASPS,seminar facilitator,other,False
David Gilcrease,WWASPS,Resource Realizations,WWASPS,,unlabelled,False
David LePere,Asst. (south),Janine Riehl LePere,Asst. (south),married,people,False
David Smock,Roloff,Agape Boarding School,Roloff,doctor,people,False
David Smock,Roloff,Legacy Academy Adventures,Roloff,property owner,corporate,False
David Yeats,Asst. (north),Northwoods Boarding School,Asst. (north),founder/director,people,False
Daytop Village,Brown Schools/CEDU,Joe Ricci,Brown Schools/CEDU,survivor,people,False
Daytop Village,Brown Schools/CEDU,Samaritan Daytop Village,Brown Schools/CEDU,rebrand,corporate,False
Dean Bonnano,UHS,Crossroads' Turning Points Recovery Center,UHS,therapist,people,False
Dean Vause,Synanon,KIDS of Bergen County,Synanon,staff,people,False
Dean Vause,Synanon,KIDS of the Canadian West,Synanon,director,people,False
Dennis Crowell,Asst. (south),Brad M. Reedy,Asst. (south),clinical director,people,False
Deschutes Wilderness Therapy,Embark,Xela Goodman,Embark,therapist,people,False
Deschutes Wilderness Therapy,Embark,Steve Sawyer,Embark,cofounder,people,False
Devereux Foundation,HOPE Group,Mycala Cherry,HOPE Group,direct support professional,other,False
Diane LaMont,Aspen,Craig LaMont,Aspen,married,people,False
Discovery Academy,Embark,OASIS Ascent,Embark,rebrand,corporate,False
Discovery Academy,Embark,Ascent Companies,Embark,,unlabelled,False
Discovery Ranch for Girls,Embark,Discovery Ranch,Embark,rebrand,corporate,False
Don Vardell,Wilderness,Aspen Institute for Behavioral Assessment,Wilderness,executive director,people,False
Drug-Free America Foundation,Synanon,Florida Gov. Jeb Bush,Synanon,advisory board member,people,False
E-ma-laku,Eckerd,Tim McMahon,Eckerd,,unlabelled,False
Eagle Point Christian Academy,WWASPS,Gulf Coast Academy,WWASPS,rebrand,corporate,False
Eckerd Academy of the Blue Ridge,Eckerd,E-ma-laku,Eckerd,,unlabelled,False
Eckerd Academy of the Blue Ridge,Eckerd,Eckerd Youth Alternatives,Eckerd,,unlabelled,False
Eckerd Youth Alternatives,Eckerd,Eckerd Connects,Eckerd,rebrand,corporate,False
Elan School,Asst. (north),Peter Rowe,Asst. (north),resident director,people,False
Elan School,Asst. (north),Deanna Atkinson Valente,Asst. (north),admissions director,people,False
Elevations RTC,FHW,Kirk Simon,FHW,psychiatrist,people,False
Elevations RTC,FHW,Family Help & Wellness,FHW,acquired,corporate,False
Embark Behavioral Health,Embark,Embark at Hobble Creek,Embark,,unlabelled,False
Embark Behavioral Health,Embark,Dustin Tibbitts,Embark,division president,people,False
Embark Behavioral Health,Embark,Embark at The Forge,Embark,,unlabelled,False
Embark Behavioral Health,Embark,Steve Sawyer,Embark,outdoor programs chief clinical consultant,people,False
Embark Behavioral Health,Embark,CALO Programs,Embark,,unlabelled,False
Embark Behavioral Health,Embark,New Haven RTC,Embark,acquired,corporate,False
Embark Behavioral Health,Embark,CRC Health Group,Embark,owner,corporate,False
Embark Behavioral Health,Embark,Deschutes Wilderness Therapy,Embark,,unlabelled,False
Embark at Flathead Valley,Embark,Embark Behavioral Health,Embark,,unlabelled,False
Embark at Hobble Creek,Embark,Amir Rafiei,Embark,executive director,people,False
Erica Thiessen- House,Wilderness,Academy at Swift River,Wilderness,lead peer group counselor,people,False
Evangeline Christian Academy,Teen Challenge,Evangelhouse Christian Academy,Teen Challenge,rebrand,corporate,False
Evoke Therapy Programs,Aspiro,Evoke Cascades,Aspiro,,unlabelled,False
Evoke Therapy Programs,Aspiro,Evoke Entrada,Aspiro,,unlabelled,False
Evolve Treatment Centers,Evolve,Danville RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Lafayette RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Walnut Creek RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Dove Song RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Cole Ranch RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Agoura Hills RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Ojai RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Woodland Hills RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Vanalden RTC,Evolve,,unlabelled,False
Evolve Treatment Centers,Evolve,Aura RTC,Evolve,,unlabelled,False
Falcon Ridge Ranch,Rite of Passage,"Rite of Passage, Inc",Rite of Passage,acquired,corporate,False
Family Foundation School,Synanon,Allynwood Academy,Synanon,rebrand,corporate,False
Family Help & Wellness,FHW,Trails Momentum,FHW,,unlabelled,False
Family Help & Wellness,FHW,WinGate Wilderness Therapy,FHW,,unlabelled,False
Family Help & Wellness,FHW,Trails Carolina,FHW,,unlabelled,False
Family Help & Wellness,FHW,Asheville Academy for Girls,FHW,,unlabelled,False
Family Help & Wellness,FHW,New Focus Academy,FHW,,unlabelled,False
Family Help & Wellness,FHW,ROOTs Transition,FHW,,unlabelled,False
Family Help & Wellness,FHW,Red Mountain Colorado,FHW,,unlabelled,False
Family Help & Wellness,FHW,Equinox RTC,FHW,,unlabelled,False
First Light Wilderness Therapy,Embark,Steve Sawyer,Embark,cofounder,people,False
First Light Wilderness Therapy,Embark,Brandon Olson,Embark,operations director,people,False
First Light Wilderness Therapy,Embark,Jeff Holloway,Embark,executive director,people,False
First Light Wilderness Therapy,Embark,Embark Behavioral Health,Embark,,unlabelled,False
Florida Gov. Jeb Bush,Synanon,George W Bush,Synanon,brothers,people,False
Forest Ridge Youth Services,Rite of Passage,Sequel Youth and Family Services,Rite of Passage,,unlabelled,False
Fort Myers Academy,Vivant,TrueCore Behavioral Solutions,Vivant,,unlabelled,False
Fulshear Ranch Academy,Altior,Fulshear Treatment to Transition,Altior,rebrand,corporate,False
Gateway Academy,Rite of Passage,Jordan Larsen,Rite of Passage,clinician,people,False
George Ross,Synanon,"Kids Helping Kids of Hebron, KY",Synanon,founder,people,False
George Ross,Synanon,LIFE,Synanon,founder,people,False
George Ross,Synanon,Possibilities Unlimited,Synanon,founder,people,False
George Ullrich,Asst. (north),Jami Sturges Ullrich,Asst. (north),married,people,False
George W Bush,Synanon,President George W. Bush of the United States of America,Synanon,,unlabelled,False
Glen Mills School,Vivant,Adam Shapiro,Vivant,assistant director,people,False
"Glenda ""Glen"" Roach",WWASPS,Steven Roach,WWASPS,married,people,False
"Glenda ""Glen"" Roach",WWASPS,Morava Academy,WWASPS,director,people,False
Governor George W. Bush of Texas,Synanon,George W Bush,Synanon,,unlabelled,False
Gray Wolf Ranch,Aspen,Jamison Monroe Jr,Aspen,survivor,people,False
Gulf Coast Academy,WWASPS,Narvin Lichfield,WWASPS,acquired by,corporate,False
Gulf Coast Treatment Center,UHS,Universal Health Services,UHS,acquired,corporate,False
HOPE Group,HOPE Group,Integrity House,HOPE Group,,unlabelled,False
HOPE Group,HOPE Group,Zion HIlls Academy,HOPE Group,,unlabelled,False
HOPE Group,HOPE Group,Ken Huey,HOPE Group,CEO,people,False
Havenwood Academy,HOPE Group,Havenwood South,HOPE Group,,unlabelled,False
Havenwood Academy,HOPE Group,Zion HIlls Academy,HOPE Group,,people,False
Hawk's Landing Therapeutic Home for Boys,YSI,Dan Tadlock,YSI,CEO,people,False
Helen Gowanny,Synanon,Pathway Family Cener,Synanon,founder,people,False
Heritage Homestead,WWASPS,Heritage Schools (Heritage RTC),WWASPS,,unlabelled,False
Heritage Schools (Heritage RTC),WWASPS,Spark Academy,WWASPS,,unlabelled,False
Herman Fountain,WWASPS,"John ""Brother Fountain""",WWASPS,son,people,False
Hidden Lake Academy,Eckerd,Brian Ray,Eckerd,assistant dean of admissions,other,False
High Impact,WWASPS,Dace Goulding,WWASPS,co-owner,corporate,False
Holiday Magic,Synanon,Mind Dynamics,Synanon,,people,False
Horizon Academy,WWASPS,Jade Robinson,WWASPS,founder,people,False
Horizon Academy,WWASPS,Youth Foundation Success Academy,WWASPS,rebrand,corporate,False
Huntsman Mental Health Institute,Aspiro,Jessica Jewell,Aspiro,therapist,people,False
Hyrum Taylor,HOPE Group,Integrity House,HOPE Group,assistant director,people,False
Hyrum Taylor,HOPE Group,Academy of Eastern Arizona,HOPE Group,cofounder,people,False
InnerChange,Embark,Dustin Tibbitts,Embark,CEO,people,False
InnerChange,Embark,Leah Madamba,Embark,VP of clinical integration,other,False
InnerChange,Embark,Sunrise RTC,Embark,,unlabelled,False
InnerChange,Embark,New Haven RTC,Embark,,unlabelled,False
InnerChange,Embark,Chrysalis Academy,Embark,,unlabelled,False
Innercept,YSI,"Paradigm Treatment Center Coeur D'Alene, ID",YSI,rebrand,corporate,False
Innercept,YSI,Chris Laviola,YSI,clinical director,people,False
Integrity House,HOPE Group,Havenwood Academy,HOPE Group,,unlabelled,False
Intermountain Hospital,UHS,Universal Health Services,UHS,,unlabelled,False
Ironwood Maine,Altior,Boyd Hooper,Altior,executive director,people,False
Ironwood Maine,Altior,The Ridge Maine,Altior,rebrand,corporate,False
Ironwood Maine,Altior,Altior Healthcare,Altior,acquired,corporate,False
Island View RTC,Wilderness,Rick Jackson,Wilderness,medical director,people,False
Island View RTC,Wilderness,Jared Balmer,Wilderness,founder,people,False
Island View RTC,Wilderness,Don Vardell,Wilderness,executive director,people,False
Island View RTC,Wilderness,Malynda Scott,Wilderness,?,other,False
J Bar J Youth Services,Altior,Academy at Sisters,Altior,,unlabelled,False
J Ralph Atkin,WWASPS,Morava Academy,WWASPS,co-owner,corporate,False
J Ralph Atkin,WWASPS,Joe Atkin,WWASPS,son,people,False
J Ralph Atkin,WWASPS,Red Rock Academy,WWASPS,registered agent,other,False
Jacksonville Youth Academy,Vivant,TrueCore Behavioral Solutions,Vivant,,unlabelled,False
Jacqueline Danforth,Brown Schools/CEDU,New Horizons for Young Women,Brown Schools/CEDU,executive director,people,False
Jade Robinson,WWASPS,Tranquility Bay,WWASPS,?,other,False
James Meyer,Altior,Meyer Education and Family Services,Altior,co-founder/ed consultant,people,False
Jameson Norton,Aspen,Tampa Behavioral Health,Aspen,CEO,people,False
Jamison Monroe Jr,Aspen,Newport Academy,Aspen,cofounder,people,False
Jan Moss,HOPE Group,Spring Ridge Academy,HOPE Group,admin,people,False
Janet Lippold,UHS,Westwood Boys Ranch,UHS,cofounder,people,False
Janet Lippold,UHS,Westwood Program,UHS,cofounder,people,False
Jared Balmer,Wilderness,WayPoint Academy,Wilderness,,unlabelled,False
Jason Derkson,Roloff,Agape Boarding School,Roloff,principal,people,False
Jason Derkson,Roloff,Stone of Help Group Homes,Roloff,founder,people,False
Jay Ripley,Vivant,Vivant Behavioral Healthcare,Vivant,founder,people,False
Jeannie Courtney,HOPE Group,Tom Courtney,HOPE Group,divorced,people,False
Jeannie Courtney,HOPE Group,Brandon Courtney,HOPE Group,son,people,False
Jeremy Nunelley,Asst. (north),Pacific Quest,Asst. (north),,unlabelled,False
Jeremy Poore,Aspen,Stone Mountain School,Aspen,field director,people,False
Jeremy Poore,Aspen,Phoenix Outdoor,Aspen,field instructor,people,False
Jessa Hobson,Eckerd,Elements Wilderness Program,Eckerd,therapist,people,False
Jessica Jewell,Aspiro,Second Nature,Aspiro,,unlabelled,False
Jim Dredge,Aspen,Saving Teens,Aspen,board member,people,False
Joe Atkin,WWASPS,Academy at Dundee Ranch,WWASPS,director,people,False
Joesph Gauld,Aspiro,Hyde School,Aspiro,Founder,people,False
"John ""Brother Fountain""",WWASPS,Bethel Boys Academy,WWASPS,director,people,False
John Hanley Sr,Synanon,LifeSpring Seminars,Synanon,cofounder,people,False
John Hanley Sr,Synanon,Holiday Magic,Synanon,employee,people,False
John L Singleton,Aspen,Whetstone Academy,Aspen,owner/CEO,corporate,False
John L Singleton,Aspen,Maple Hall Academy,Aspen,owner/cEO,corporate,False
John Mercer,Eckerd,Mission Mountain School,Eckerd,,unlabelled,False
Joint Commission,Aspen,Sam Wallace,Aspen,Behavioral Health Surveyor,other,False
