id,name,city,state,country,status,facility_page
12025,"Abbott House Old Mamaroneck Rd Group Home","White Plains",NY,"United States",Open,
12026,"Abbott House Pleasantville Community Residence",Pleasantville,NY,"United States",Open,
12027,"Abbott House Swan Lake Group Home","Swan Lake",NY,"United States",Open,
12028,"Academy of New Horizons","St. Johnsville",NY,"United States",Closed,
12029,"Allynwood Academy",Hancock,NY,"United States",Closed,https://kidsoverprofits.org/facility/allynwood-academy-ny/
12030,"August Aichhorn Center for Adolescent Care","New York",NY,"United States",Open,
12031,"Aurora Concept Inc",Flushing,NY,"United States",Closed,
12032,"Aurora House Children and Youth Community Residence",Lockport,NY,"United States",Open,
12033,"Bonding Links-Enlazos Familiares Community Residence",Brooklyn,NY,"United States",Open,
12034,"Brentwood Residential Center for Girls","Dix Hills",NY,"United States",Open,
12035,"Brooklyn Teen Challenge",Brooklyn,NY,"United States",Open,
12036,"Brookwood Secure Center for Youth",Claverack,NY,"United States",Open,
12037,"Brownsville CCR",Brooklyn,NY,"United States",Open,
12038,"Bruner Avenue Community Residence",Bronx,NY,"United States",Open,
12039,"Casa de la Salle","Ozone Park",NY,"United States",Open,
12040,"Catholic Charities – Boys of Courage Children & Youth CR",Binghamton,NY,"United States",Open,
12041,"Cattaraugus Rehabilitation Center",Olean,NY,"United States",Open,
12042,"Charlton School","Burnt Hills",NY,"United States",Open,
12043,"Child and Family Services Conners Children’s Center RTF",Buffalo,NY,"United States",Open,
12044,"Child and Family Services Lee Randall Jones Community Residence",Cheektowaga,NY,"United States",Open,
12045,"Child and Family Services Morey House Group Home",Buffalo,NY,"United States",Open,
12046,"Children’s Home of Poughkeepsie Empower Program",Poughkeepsie,NY,"United States",Open,
12047,"Children’s Village Residential","Dobbs Ferry",NY,"United States",Open,https://kidsoverprofits.org/facility/children-s-village-residential-ny/
12048,"Citizen Advocates Adirondack Youth Lodge",Malone,NY,"United States",Open,
12049,"Crossroads Juvenile Center",Brooklyn,NY,"United States",Open,
12050,"Family Foundation School",Hancock,NY,"United States",Closed,https://kidsoverprofits.org/facility/family-foundation-school-ny/
12051,"FCA Lakeview House","West Hempstead",NY,"United States",Open,
12052,"Finger Lakes Residential Center",Lansing,NY,"United States",Open,
12053,"Freedom Village USA",Lakemont,NY,"United States",Closed,
12054,"Glove House Community Residence",Elmira,NY,"United States",Open,
12055,"Goshen Secure Center",Goshen,NY,"United States",Open,
12056,"Green Chimneys",Brewster,NY,"United States",Open,https://kidsoverprofits.org/facility/green-chimneys-ny/
12057,"Hamptonburgh Community Residence for Adolescents",Altamont,NY,"United States",Open,
12058,"Harriet Tubman Residential Center",Auburn,NY,"United States",Open,
12059,"Hawthorne Cedar Knolls RTC",Hawthorne,NY,"United States",Closed,
12060,"HeartShare St. Vincent’s Community Residences",Laurelton,NY,"United States",Open,https://kidsoverprofits.org/facility/heartshare-st-vincent-s-community-residences-ny/
12061,"Henry Ittleson Community Residence",Bronx,NY,"United States",Open,
12062,"Highland Residential Center",Highland,NY,"United States",Open,
12063,"Highland Road Community Residence",Johnstown,NY,"United States",Open,
12064,"Hillside Children’s Center",Rochester,NY,"United States",Open,
12065,"Hillside Finger Lakes RTF",Auburn,NY,"United States",Open,
12066,"Hillside Monroe/Emerson RTF",Rochester,NY,"United States",Open,
12067,"Hillside Scottsville RTF",Rochester,NY,"United States",Open,https://kidsoverprofits.org/facility/hillside-scottsville-rtf-ny/
12068,"Horizon Juvenile Center",Bronx,NY,"United States",Open,
12069,"House of Good Shepherd RTF",Utica,NY,"United States",Open,
12070,"Industry Residential Center",Rush,NY,"United States",Open,
12071,"JCCA Pleasantville Cottage School",Pleasantville,NY,"United States",Open,
12072,"Kaydeross House","Saratoga Springs",NY,"United States",Open,
12073,"Linden House Community Residence","New York",NY,"United States",Open,
12074,"Little Flower RTC","Wading River",NY,"United States",Open,
12075,"Louis Gossett Jr. Residential Center",Lansing,NY,"United States",Open,
12076,"MacCormick Secure Center",Brooktondale,NY,"United States",Open,
12077,"Merrick House",Syosset,NY,"United States",Open,
12078,"Mills Lane Community Residence","Old Bethpage",NY,"United States",Open,
12079,"Mountain Lake Academy","Lake Placid",NY,"United States",Open,
12080,"Never Alone Treatment",Hurley,NY,"United States",Open,
12081,"New Directions Youth and Family Services Randolph QRTP","ER Randolph",NY,"United States",Open,
12082,"New Directions Youth and Family Services Wyndham Lawn QRTP",Lockport,NY,"United States",Open,
12083,"Northern Rivers Academy Place",Albany,NY,"United States",Open,
12084,"Northern Rivers Miriam House",Albany,NY,"United States",Open,
12085,"Northern Rivers Schenectady Residence",Schenectady,NY,"United States",Open,
12086,OLV,Lackawanna,NY,"United States",Open,
12087,"Oswald D. Heck Developmental Center",Schenectady,NY,"United States",Closed,
12088,"Outreach House I",", Queens",NY,"United States",Open,
12089,"Outreach House II",Brentwood,NY,"United States",Open,
12090,"Parsons RTF",Albany,NY,"United States",Open,
12091,"Pathways, Inc. Conable House Community Residence",Bath,NY,"United States",Open,
12092,"Pathways, Inc. Lake Breeze CR","South Canandaigua",NY,"United States",Open,
12093,"Phoenix House",Astoria,NY,"United States",Open,https://kidsoverprofits.org/facility/phoenix-house-ny/
12094,"Phoenix House Springfield Gardens Community Residence","Springfield Gardens",NY,"United States",Open,
12095,"Rehabilitation Support Services Elmwood Residence",Altamont,NY,"United States",Open,
12097,"Rochester Psychiatric Center Smith Road CR",Webster,NY,"United States",Open,
12098,"Sagamore Children’s Psychiatric Center","Dix Hills",NY,"United States",Open,
12101,"SCO Madonna Heights RTF","Dix Hills",NY,"United States",Open,
12102,"SCO Otillie RTF",Briarwood,NY,"United States",Open,
12103,"SCO Our Place Community Residence","Queens Village",NY,"United States",Open,
12104,"SLS Residential, Inc.",", Suite 210 Brewster",NY,"United States",Closed,
12105,"Snell Farm Children’s Center",Bath,NY,"United States",Open,
12106,"St. Christopher’s Dobbs Ferry Campus","Dobbs Ferry",NY,"United States",Open,
12107,"St. Christopher’s Jennie Clarkson Campus","North Castle",NY,"United States",Open,
12108,"Staten Island Children’s Community Residence","Staten Island",NY,"United States",Open,
12110,"Stony Lodge Hospital",Ossining,NY,"United States",Closed,
12111,"Sua Sponte",Brooklyn,NY,"United States",Closed,
12112,"Summit Avenue Community Residence",Purchase,NY,"United States",Open,
12113,"Summit School at Nyack",Nyack,NY,"United States",Open,https://kidsoverprofits.org/facility/summit-school-at-nyack-ny/
12114,"Taberg Residential Center for Girls",Taberg,NY,"United States",Open,
12115,"The Center for Discovery",Harris,NY,"United States",Open,
12116,"The Child Center Brooklyn RTF",Brooklyn,NY,"United States",Open,
12117,"The Children’s Community Residence",Syracuse,NY,"United States",Open,
12118,"The Gow School","South Wales",NY,"United States",Open,
12119,"The House of the Good Shepherd RTF",Utica,NY,"United States",Open,
12120,"Timothy Hill Ranch",Riverhead,NY,"United States",Open,
12121,"Tryon Residential Center",Johnstown,NY,"United States",Closed,https://kidsoverprofits.org/facility/tryon-residential-center-ny/
12123,"Villa of Hope Tuckahoe Road CR",Williamson,NY,"United States",Open,
12124,"Washington Street Community Residence",Watertown,NY,"United States",Open,
12125,"WellLife Network Dix Hills Community Residence","Dix Hills",NY,"United States",Open,
12126,"WellLife Network Manorville CR",Manorville,NY,"United States",Open,
12127,"WellLife Network Setauket CR","East Setauket",NY,"United States",Open,
12128,"Westchester Ave. Community Residence",Bronx,NY,"United States",Open,
12129,"Willowbrook State School","Staten Island",NY,"United States",Closed,
12130,"Zafron Home for Parenting Teens",Salamanca,NY,"United States",Open,
12131,"JBFCS Henry Ittleson Community Residence I",,NY,"United States",Open,
12132,"Bromley Brook School","Manchester Center",VT,"United States",Closed,https://kidsoverprofits.org/facility/bromley-brook-school-vt/
12133,"Bennington School",Bennington,VT,"United States",Open,
12134,"Brookhaven Treatment and Learning Center",Chelsea,VT,"United States",Open,
12135,"Fields of Harvest School",Johnson,VT,"United States",Closed,
12136,"Howard Center",Burlington,VT,"United States",Open,
12137,"King George School",Sutton,VT,"United States",Closed,https://kidsoverprofits.org/facility/king-george-school-vt/
12138,"Kurn Hattin Homes for Children",Westminster,VT,"United States",Open,https://kidsoverprofits.org/facility/kurn-hattin-homes-for-children-vt/
12139,"SEALL INC.",Bennington,VT,"United States",Open,
12140,"The Lund Family Center",Richmond,VT,"United States",Open,
12141,"True North Wilderness Programs",Waitsfield,VT,"United States",Open,
12142,"VPI South Vermont & New England School for Girls",Bennington,VT,"United States",Open,
12143,"Woodside Juvenile Rehabilitation Center",Colchester,VT,"United States",Closed,
12144,"Cedars Academy",Bridgeville,DE,"United States",Closed,https://kidsoverprofits.org/facility/cedars-academy-de/
12145,AdvoServ,Bear,DE,"United States",Closed,https://kidsoverprofits.org/facility/advoserv-de/
12146,"Ferris School",Wilmington,DE,"United States",Open,
12147,"Grace Cottage",Wilmington,DE,"United States",Open,
12148,"New Castle Detention Center",Wilmington,DE,"United States",Open,
12149,"Rockford Center",Dover,DE,"United States",Open,
12151,"Snowden Cottage",Wilmington,DE,"United States",Open,
12152,"Stevenson House Detention Center",Milford,DE,"United States",Open,
12153,"Sun Behavioral Delaware Adolescent Inpatient",Georgetown,DE,"United States",Open,
12154,"Terry Children’s Center","New Castle",DE,"United States",Open,
12155,"Copper Canyon Academy",Rimrock,AZ,"United States",Transferred,https://kidsoverprofits.org/facility/copper-canyon-academy-az/
12156,"Devereux Advanced Behavioral Health Arizona",Phoenix,AZ,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-advanced-behavioral-health-arizona-az/
12157,"Devereux Arizona Assessment and Intervention Center",Tucson,AZ,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-arizona-assessment-and-intervention-center-az/
12158,"Devereux Arizona Brief Intervention Program",Tucson,AZ,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-arizona-brief-intervention-program-az/
12159,"Devereux Arizona RTC",Scottsdale,AZ,"United States",Open,https://kidsoverprofits.org/facility/devereux-arizona-rtc-az/
12160,"Red Mountain Sedona",Sedona,AZ,"United States",Open,https://kidsoverprofits.org/facility/red-mountain-sedona-az/
12163,"Mingus Mountain Academy","Prescott Valley",AZ,"United States",Open,https://kidsoverprofits.org/facility/mingus-mountain-academy-az/
12165,"A Caring Community LLC",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/a-caring-community-llc-az/
12166,"A Dream Called Hope LLC",Laveen,AZ,"United States",Closed,
12167,"A New Leaf, Inc. – Alice Peterson Residence",Mesa,AZ,"United States",Closed,
12168,"A New Leaf, Inc. – Dorothy Mitchell Residence",Mesa,AZ,"United States",Closed,
12169,"A New Leaf, Inc. – Larry Simmons Residence",Mesa,AZ,"United States",Closed,
12170,"Adobe Mountain School",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/adobe-mountain-school-az/
12172,"All Minds Crave Success, LLC",Laveen,AZ,"United States",Open,
12173,"Amazing G LLC",Mesa,AZ,"United States",Open,
12174,"America’s Buffalo Soldiers Boot Camp",Phoenix,AZ,"United States",Closed,
12175,"American Eagle Boys Ranch, LLC",Somerton,AZ,"United States",Closed,
12176,"Anasazi Foundation",Mesa,AZ,"United States",Open,https://kidsoverprofits.org/facility/anasazi-foundation-az/
12177,"Angel Kids Academy",Peoria,AZ,"United States",Open,https://kidsoverprofits.org/facility/angel-kids-academy-az/
12178,"Angel’s Safe Haven, LLC",Goodyear,AZ,"United States",Open,
12179,"Animals Facilitating Adolescents and Children Therapeutically, Inc.",Marana,AZ,"United States",Open,
12180,"Arivaca Boys Ranch",Arivaca,AZ,"United States",Closed,https://kidsoverprofits.org/facility/arivaca-boys-ranch-az/
12181,"Arizona Children’s Group LLC",Chandler,AZ,"United States",Open,https://kidsoverprofits.org/facility/arizona-children-s-group-llc-az/
12182,"Arizona Community First","Huachuca City",AZ,"United States",Closed,
12183,"Ascending Roots",Phoenix,AZ,"United States",Closed,
12184,"Avery’s House","Apache Junction",AZ,"United States",Open,https://kidsoverprofits.org/facility/avery-s-house-az/
12185,"AZ Lavender Behavioral Health Services LLC Residential",Phoenix,AZ,"United States",Closed,
12186,"Back to Life, Inc – Sunset House",Phoenix,AZ,"United States",Open,
12187,"Back to Life, Inc.",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/back-to-life-inc-az/
12188,"Basami House, LLC",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/basami-house-llc-az/
12189,"Beautiful Beginnings Residential Homes, LLC",Laveen,AZ,"United States",Closed,
12190,"Best Care Behavioral Homes",Avondale,AZ,"United States",Closed,
12191,"Black Canyon Juvenile Rehabilitation Center",Phoenix,AZ,"United States",Open,
12192,"Blue Hills Academy",Dewey,AZ,"United States",Closed,https://kidsoverprofits.org/facility/blue-hills-academy-az/
12193,"Blue Ridge Manor",Dewey-Humboldt,AZ,"United States",Closed,
12194,"Boj Residential Homes",Gilbert,AZ,"United States",Open,https://kidsoverprofits.org/facility/boj-residential-homes-az/
12195,"Camelback Kids",Laveen,AZ,"United States",Open,https://kidsoverprofits.org/facility/camelback-kids-az/
12196,"Casa Amanecer",Youngtown,AZ,"United States",Closed,
12197,"Casa de Fortaleza",Phoenix,AZ,"United States",Closed,
12198,"Casa de Sonrisa",Tucson,AZ,"United States",Closed,
12199,"Casa de Tucson LLC",Tucson,AZ,"United States",Closed,
12200,"Catalina Mountain School",Tucson,AZ,"United States",Closed,
12201,"Coconino Juvenile Detention Center",Flagstaff,AZ,"United States",Open,
12202,"Colpayne Care, LLC",Laveen,AZ,"United States",Closed,
12203,"Copa’s Caring Hands",Maricopa,AZ,"United States",Open,https://kidsoverprofits.org/facility/copa-s-caring-hands-az/
12204,"Cottonwood Tucson",Tucson,AZ,"United States",Unknown,https://kidsoverprofits.org/facility/cottonwood-tucson-az/
12205,"Dalia Homecare LLC – Children’s Residential Facility",Phoenix,AZ,"United States",Open,
12206,"Day Starz Group Home, Inc.",Maricopa,AZ,"United States",Open,
12207,"Desert Angels Behavioral Health Services, LLC",Maricopa,AZ,"United States",Closed,
12208,"Destiny Behavioral Health Residential Care LLC",Tolleson,AZ,"United States",Closed,
12209,"Devereux Arizona – AIC",Tucson,AZ,"United States",Open,
12210,"Devereux Arizona – Broadway Campus",Tucson,AZ,"United States",Open,https://kidsoverprofits.org/facility/devereux-arizona-broadway-campus-az/
12211,"Devereux Arizona – Casa Amistad",Tucson,AZ,"United States",Open,https://kidsoverprofits.org/facility/devereux-arizona-casa-amistad-az/
12212,"Devereux Arizona – Casa Ensueno",Tucson,AZ,"United States",Open,https://kidsoverprofits.org/facility/devereux-arizona-casa-ensueno-az/
12213,"Devereux Arizona – Casa Sol",Tucson,AZ,"United States",Open,https://kidsoverprofits.org/facility/devereux-arizona-casa-sol-az/
12214,"Devereux Arizona – Casa Valor",Tucson,AZ,"United States",Open,https://kidsoverprofits.org/facility/devereux-arizona-casa-valor-az/
12215,"Dream Builders",Tucson,AZ,"United States",Open,
12216,"Eagle’s Nest Residential – Euclid",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/eagle-s-nest-residential-euclid-az/
12217,"Eagles Nest Boys & Girls Residential Agency",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/eagles-nest-boys-girls-residential-agency-az/
12218,"Elevate Residential Behavioral Health Facilities, LLC",Avondale,AZ,"United States",Closed,
12219,"Empire Group Home LLC",Phoenix,AZ,"United States",Closed,
12220,"Empowered Care Homes LLC",Gilbert,AZ,"United States",Closed,
12221,"Empowerment Family Care, Inc.",Phoenix,AZ,"United States",Closed,
12222,"Estrella Vista Ranch",Dragoon,AZ,"United States",Closed,
12223,"FACTS Behavioral Health",", Phoenix",AZ,"United States",Closed,
12224,"Family Solutions Foundation",Taylor,AZ,"United States",Closed,
12225,"Fay’s House 1, 2, 3",Phoenix,AZ,"United States",Closed,
12226,"First Step Behavioral Health",Phoenix,AZ,"United States",Open,
12227,"Florence Crittenton Services Of Arizona, Inc.",Phoenix,AZ,"United States",Closed,https://kidsoverprofits.org/facility/florence-crittenton-services-of-arizona-inc-az/
12228,"Forward In Life",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/forward-in-life-az/
12229,"Forward In Life II",Phoenix,AZ,"United States",Closed,https://kidsoverprofits.org/facility/forward-in-life-ii-az/
12230,"Generations Group Home","Sierra Vista",AZ,"United States",Open,https://kidsoverprofits.org/facility/generations-group-home-az/
12231,"Grace of Serenity Living",Phoenix,AZ,"United States",Open,
12232,"Heart of Gold Group Home, LLC",Maricopa,AZ,"United States",Open,https://kidsoverprofits.org/facility/heart-of-gold-group-home-llc-az/
12233,"Hope And Peace LLC",Phoenix,AZ,"United States",Closed,
12234,"Horizon Recovery – Arrowhead",Glendale,AZ,"United States",Open,
12235,"Horizon Recovery – Buckeye",Buckeye,AZ,"United States",Closed,
12236,"Horizon Recovery – Deer Valley",Peoria,AZ,"United States",Open,https://kidsoverprofits.org/facility/horizon-recovery-deer-valley-az/
12237,"House Of Joy",Maricopa,AZ,"United States",Open,
12238,"In Balance Ranch Academy","Huachuca City",AZ,"United States",Open,https://kidsoverprofits.org/facility/in-balance-ranch-academy-az/
12239,"Intermountain Centers For Human Development",Tucson,AZ,"United States",Open,https://kidsoverprofits.org/facility/intermountain-centers-for-human-development-az/
12240,"KidsQuest Wagon Train",Tucson,AZ,"United States",Closed,
12241,"L’Amour Group Home",Avondale,AZ,"United States",Open,
12242,"La Paloma Family Services – Diamondback Group Home for Girls",Tucson,AZ,"United States",Open,
12243,"La Paloma Family Services – McKinley Group Home",Tucson,AZ,"United States",Open,
12244,"La Paloma Family Services – Menninger House",Tucson,AZ,"United States",Open,
12245,"La Paloma Family Services – Timrod Group Home",Tucson,AZ,"United States",Open,
12246,"La Paloma Family Services – Victoria House",Tucson,AZ,"United States",Open,
12247,"Life Change Family Services Inc.",Maricopa,AZ,"United States",Open,https://kidsoverprofits.org/facility/life-change-family-services-inc-az/
12248,"Life Is A Circle LLC","San Tan Valley",AZ,"United States",Open,https://kidsoverprofits.org/facility/life-is-a-circle-llc-az/
12249,"Mary’s Mission And Developmental Center",Hereford,AZ,"United States",Closed,https://kidsoverprofits.org/facility/mary-s-mission-and-developmental-center-az/
12250,"Mattie’s Care House LLC",Laveen,AZ,"United States",Open,https://kidsoverprofits.org/facility/mattie-s-care-house-llc-az/
12252,"Mingus Mountain Estate Residential Center, Inc. – Amber Hills",Phoenix,AZ,"United States",Closed,
12253,"Mingus Mountain Estate Residential Center, Inc. – Emily House","Prescott Valley",AZ,"United States",Open,
12254,"Mingus Mountain Estate Residential Center, Inc. – Farrington House",Dewey,AZ,"United States",Open,
12255,"Miss A’s LLC",Peoria,AZ,"United States",Open,https://kidsoverprofits.org/facility/miss-a-s-llc-az/
12256,"Modern Recovery Services",Tempe,AZ,"United States",Open,
12257,"Mohave Mental Health Clinic, Inc. – Diamond House",Kingman,AZ,"United States",Open,https://kidsoverprofits.org/facility/mohave-mental-health-clinic-inc-diamond-house-az/
12258,"Mon Ami 2 Group Home, LLC",Maricopa,AZ,"United States",Closed,
12259,"Mountain View","Prescott Valley",AZ,"United States",Closed,
12260,"Native Youth Development Services LLC","San Tan Valley",AZ,"United States",Open,
12261,"Navajo County Juvenile Restoration Services",Holbrook,AZ,"United States",Open,
12262,"New Age Horizon Residential","Laveen Village",AZ,"United States",Open,
12263,"New Haven Communities LLC","Laveen Village",AZ,"United States",Closed,https://kidsoverprofits.org/facility/new-haven-communities-llc-az/
12264,"Next Generation Youth And Family Services, Inc.",Phoenix,AZ,"United States",Closed,
12265,"Oak Creek Ranch School",Cornville,AZ,"United States",Closed,https://kidsoverprofits.org/facility/oak-creek-ranch-school-az/
12266,"Our House Residentials",Peoria,AZ,"United States",Open,https://kidsoverprofits.org/facility/our-house-residentials-az/
12267,"P.O.W.E.R. House Youth Facility","Queen Creek",AZ,"United States",Open,
12268,"Palo Verde Behavioral Health Unit",Tucson,AZ,"United States",Open,
12269,"Pascua Yaqui Tribe Yoeme Kari Group Home",Tucson,AZ,"United States",Open,
12270,"Pathway Drug Abuse Programs",Tempe,AZ,"United States",Closed,
12271,"Pinal County Juvenile Detention Center",Florence,AZ,"United States",Open,
12272,"Progressive Health Alliance",Laveen,AZ,"United States",Open,https://kidsoverprofits.org/facility/progressive-health-alliance-az/
12273,"Re-Creation Retreat",Fredonia,AZ,"United States",Open,https://kidsoverprofits.org/facility/re-creation-retreat-az/
12274,"Red Hawk Academy for Girls",Littlefield,AZ,"United States",Open,
12275,"Rey Ash Residential Facility LLC","Queen Creek",AZ,"United States",Closed,
12276,"RMBHS – Arvada House",Mesa,AZ,"United States",Closed,
12277,"RMBHS – Cogdell House",Mesa,AZ,"United States",Open,
12278,"RMBHS – Lakeview House",Mesa,AZ,"United States",Open,
12279,"RMBHS – Opal House",Mesa,AZ,"United States",Closed,
12280,"RMBHS – Plata House",Mesa,AZ,"United States",Open,
12281,"RMBHS – Posada House",Mesa,AZ,"United States",Open,https://kidsoverprofits.org/facility/rmbhs-posada-house-az/
12282,"RMBHS – Renata House",Mesa,AZ,"United States",Open,
12283,"RMBHS – Somerset House",Mesa,AZ,"United States",Open,
12284,"RMBHS – Vincent House",Mesa,AZ,"United States",Open,
12285,"Rosewood Ranch",Wickenburg,AZ,"United States",Open,https://kidsoverprofits.org/facility/rosewood-ranch-az/
12286,"Saharan Oasis, LLC",Phoenix,AZ,"United States",Closed,https://kidsoverprofits.org/facility/saharan-oasis-llc-az/
12287,"San Tan Behavioral Health Services LLC",Gilbert,AZ,"United States",Open,https://kidsoverprofits.org/facility/san-tan-behavioral-health-services-llc-az/
12288,"Second Chance Behavioral Health","Casa Grande",AZ,"United States",Closed,
12289,"Serenity Preferred LLC",Surprise,AZ,"United States",Open,
12290,"Shining Hearts Residential Treatment Center",Maricopa,AZ,"United States",Closed,
12291,"Smoki Trail",Dewey-Humboldt,AZ,"United States",Closed,
12292,"Southwest Key Programs, Inc – Campbell",Phoenix,AZ,"United States",Closed,
12293,"Spring Ridge Academy",Mayer,AZ,"United States",Closed,https://kidsoverprofits.org/facility/spring-ridge-academy-az/
12294,"St. Paul’s Preparatory Academy",Phoenix,AZ,"United States",Closed,
12295,"Star House BHRF, LLC",Maricopa,AZ,"United States",Closed,
12296,"Starks Homes LLC",Vail,AZ,"United States",Open,
12297,"Start Living Behavioral Health Center, LLC",Phoenix,AZ,"United States",Open,
12298,StreetLightUSA,Glendale,AZ,"United States",Open,https://kidsoverprofits.org/facility/streetlightusa-az/
12299,"Sunflower Living LLC",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/sunflower-living-llc-az/
12300,"Sunny Side Group Home","Casa Grande",AZ,"United States",Open,https://kidsoverprofits.org/facility/sunny-side-group-home-az/
12301,"Teen Reach",Phoenix,AZ,"United States",Closed,
12303,"The Meadows Adolescent Center",Morristown,AZ,"United States",Closed,
12305,"The U-Turn Foundation",Mesa,AZ,"United States",Open,https://kidsoverprofits.org/facility/the-u-turn-foundation-az/
12306,"The U-Turn Foundation – Keep Right",Mesa,AZ,"United States",Open,https://kidsoverprofits.org/facility/the-u-turn-foundation-keep-right-az/
12307,"The Wick Home for Emotional Growth and Recovery",Cottonwood,AZ,"United States",Closed,
12308,"Thy Grace Care LLC",Maricopa,AZ,"United States",Closed,
12309,"Tree Of Life Arizona",Mesa,AZ,"United States",Open,https://kidsoverprofits.org/facility/tree-of-life-arizona-az/
12310,"Trinity Recovery Home",Goodyear,AZ,"United States",Closed,
12311,"Twin Hearts LLC",Goodyear,AZ,"United States",Closed,
12312,"Victory Behavioral Healthcare PLLC",Phoenix,AZ,"United States",Closed,
12314,"Yavapai Juvenile Justice Center",Prescott,AZ,"United States",Open,
12315,"Youth Development Institute",Phoenix,AZ,"United States",Open,https://kidsoverprofits.org/facility/youth-development-institute-az/
12316,"Youth Development Institute – Portland House",Phoenix,AZ,"United States",Open,
12317,"Youth Transition Services, Inc.",Gilbert,AZ,"United States",Closed,
12318,"Zarephath Inc.",Mesa,AZ,"United States",Open,https://kidsoverprofits.org/facility/zarephath-inc-az/
12319,"Zarephath Inc. – Apache House","Apache Junction",AZ,"United States",Open,
12320,"Zarephath Inc. – Chaparral House","Apache Junction",AZ,"United States",Open,
12321,"Zarephath Inc. – Yuma House",Yuma,AZ,"United States",Open,
12322,"Mount Bachelor Academy",Prineville,OR,"United States",Closed,https://kidsoverprofits.org/facility/mount-bachelor-academy-or/
12323,"New Leaf Academy of Oregon",Bend,OR,"United States",Closed,https://kidsoverprofits.org/facility/new-leaf-academy-of-oregon-or/
12324,"SageWalk Wilderness",Redmond,OR,"United States",Closed,https://kidsoverprofits.org/facility/sagewalk-wilderness-or/
12325,"Wellspring Oregon",Corvallis,OR,"United States",Closed,https://kidsoverprofits.org/facility/wellspring-oregon-or/
12326,"Deschutes Wilderness Therapy",Bend,OR,"United States",Closed,https://kidsoverprofits.org/facility/deschutes-wilderness-therapy-or/
12327,"Northwest Behavioral Healthcare Services",Gladstone,OR,"United States",Closed,https://kidsoverprofits.org/facility/northwest-behavioral-healthcare-services-or/
12328,"A Village for One – Anisa’s Place","Oregon City",OR,"United States",Open,
12329,"Academy at Sisters",Bend,OR,"United States",Open,https://kidsoverprofits.org/facility/academy-at-sisters-or/
12330,"Adapt Deer Creek Adolescent Treatment Center",Roseburg,OR,"United States",Open,
12331,"Affect Youth Services, Inc.",Salem,OR,"United States",Open,https://kidsoverprofits.org/facility/affect-youth-services-inc-or/
12332,"Albertina Kerr Subacute",Portland,OR,"United States",Open,https://kidsoverprofits.org/facility/albertina-kerr-subacute-or/
12333,"Bailie Memorial Youth Ranch",Mesa,WA,"United States",Closed,
12334,"Barriers 2 Bridges at Jackson County Juvenile Detention",Medford,OR,"United States",Open,
12335,"Bob Belloni Ranch","Coos Bay",OR,"United States",Closed,
12336,"Bridges Boys Academy",Bend,OR,"United States",Closed,https://kidsoverprofits.org/facility/bridges-boys-academy-or/
12337,"Camp Florence Youth Transitional Facility",Florence,OR,"United States",Open,
12338,"Camp Riverbend Youth Transitional Facility","La Grande",OR,"United States",Open,
12339,"Camp Tillamook Youth Transitional Facility",Tillamook,OR,"United States",Open,
12340,"Cascade Boys Ranch of Southern Oregon",Medford,OR,"United States",Open,
12341,"Catherine Freer Wilderness Program",Albany,OR,"United States",Closed,https://kidsoverprofits.org/facility/catherine-freer-wilderness-program-or/
12342,"Children’s Farm Home",Corvallis,OR,"United States",Open,
12343,"Christie School",Marylhurst,OR,"United States",Closed,
12344,"Clackamas County Juvenile","Oregon City",OR,"United States",Open,
12345,"Connections365 Residential Programs",Salem,OR,"United States",Open,
12346,"Cordero Residential Treatment",Portland,OR,"United States",Open,
12347,"Crater Lake School","Sprague River",OR,"United States",Closed,https://kidsoverprofits.org/facility/crater-lake-school-or/
12348,"Delphian School",Sheridan,OR,"United States",Open,
12349,"Dennis Maloney Juvenile Community Justice Center",Bend,OR,"United States",Open,
12350,"Discovery Mood & Anxiety",Beavercreek,OR,"United States",Open,https://kidsoverprofits.org/facility/discovery-mood-anxiety-or/
12351,"Donald E. Long Juvenile Detention Center",Portland,OR,"United States",Open,
12352,"Douglas County Juvenile Detention & Shelter Care Facility",Roseburg,OR,"United States",Open,
12353,"Eastern Oregon Academy",Hines,OR,"United States",Closed,
12354,"Eastern Oregon Youth Correctional Facility",Burns,OR,"United States",Open,
12356,"Family Solutions – Cascade House",Medford,OR,"United States",Open,https://kidsoverprofits.org/facility/family-solutions-cascade-house-or/
12357,"Family Solutions – Willow House",Phoenix,OR,"United States",Open,
12358,"Haag Home for Boys","Junction City",OR,"United States",Open,
12359,"Hillcrest Youth Correctional Facility",Salem,OR,"United States",Closed,
12360,"Homestead Youth and Family Services Residential Program",Pendleton,OR,"United States",Open,
12361,"Inn Home for Boys",Portland,OR,"United States",Open,
