state,unique_name,facility_name
CALIFORNIA,Dove Song RTC,Dove Song RTC
CALIFORNIA,Downs & Martin Children Services,Downs & Martin Children Services
CALIFORNIA,EA Nighthawk STRTP,EA Nighthawk STRTP
CALIFORNIA,Eagle Eye - Horizons,Eagle Eye - Horizons
CALIFORNIA,Eagle Eye - Vista,Eagle Eye - Vista
CALIFORNIA,Eagle's Wings Ranch,Eagle's Wings Ranch
CALIFORNIA,East Mesa Juvenile Detention Facility,East Mesa Juvenile Detention Facility
CALIFORNIA,Echo Malibu Youth Treatment Center,Echo Malibu Youth Treatment Center
CALIFORNIA,Edgewood Center for Children and Families STRTP,Edgewood Center for Children and Families STRTP
CALIFORNIA,Eggleston - Ontario STRTP,Eggleston - Ontario STRTP
CALIFORNIA,Eggleston Upland Group Home,Eggleston Upland Group Home
CALIFORNIA,Eggleston West Covina Group Home,Eggleston West Covina Group Home
CALIFORNIA,Eggleston Youth Center,Eggleston Youth Center
CALIFORNIA,El Dorado Juvenile Treatment Center,El Dorado Juvenile Treatment Center
CALIFORNIA,Elite Family Systems Inc. - Banyan Home,Elite Family Systems Inc. - Banyan Home
CALIFORNIA,Elite Family Systems Inc. - Blaker Home,Elite Family Systems Inc. - Blaker Home
CALIFORNIA,Elite Family Systems Inc. - Leslie Home,Elite Family Systems Inc. - Leslie Home
CALIFORNIA,Elite Family Systems Inc. - Scoffield Home,Elite Family Systems Inc. - Scoffield Home
CALIFORNIA,Elysian STRTP,Elysian STRTP
PENNSYLVANIA,Embark Behavioral Health RTC,Embark Behavioral Health RTC
CALIFORNIA,Embolden Youth Services - Iris House,Embolden Youth Services - Iris House
CALIFORNIA,Ettie Lee Homes - Fontana Home,Ettie Lee Homes - Fontana Home
CALIFORNIA,Ettie Lee Homes - Robertson Memorial Home,Ettie Lee Homes - Robertson Memorial Home
CALIFORNIA,Faith Home Teen Ranch,Faith Home Teen Ranch
CALIFORNIA,Family First Growth Camp,Family First Growth Camp
CALIFORNIA,Family Life Center,Family Life Center
CALIFORNIA,Family of Programs STRTP,Family of Programs STRTP
CALIFORNIA,Father's Heart Ranch,Father's Heart Ranch
CALIFORNIA,Ferree's Group Home,Ferree's Group Home
CALIFORNIA,"First Chance at Success Children's Home, Inc.","First Chance at Success Children's Home, Inc."
CALIFORNIA,First Step Treatment Home,First Step Treatment Home
CALIFORNIA,Five Acres - Solita Home,Five Acres - Solita Home
CALIFORNIA,Five Acres STRTP - Colby,Five Acres STRTP - Colby
CALIFORNIA,Forest Farms,Forest Farms
CALIFORNIA,Fred C. Nelles Youth Correctional Facility,Fred C. Nelles Youth Correctional Facility
CALIFORNIA,Fred D. Jones Youth Center,Fred D. Jones Youth Center
CALIFORNIA,Fred Finch Youth & Family Services - New Yosemite,Fred Finch Youth & Family Services - New Yosemite
CALIFORNIA,Fred Finch Youth & Family Services - San Diego Dual Diagnosis,Fred Finch Youth & Family Services - San Diego Dual Diagnosis
CALIFORNIA,Fresno Youth for Christ,Fresno Youth for Christ
CALIFORNIA,Future Stars Youth Center,Future Stars Youth Center
CALIFORNIA,Gateway Residential Program - Fair Oaks House,Gateway Residential Program - Fair Oaks House
CALIFORNIA,Gateway Residential Programs - Gingerblossom House,Gateway Residential Programs - Gingerblossom House
CALIFORNIA,Gateway Residential Programs - Hickory House,Gateway Residential Programs - Hickory House
CALIFORNIA,Gateway Residential Programs - Palm House,Gateway Residential Programs - Palm House
CALIFORNIA,Gateway Residential Programs - Winding House,Gateway Residential Programs - Winding House
CALIFORNIA,Gentle Spirit Ranch,Gentle Spirit Ranch
CALIFORNIA,Girls Republic,Girls Republic
CALIFORNIA,Greater New Beginnings - Filbert House,Greater New Beginnings - Filbert House
CALIFORNIA,Greenway Orchard,Greenway Orchard
CALIFORNIA,Guiding Hands School,Guiding Hands School
CALIFORNIA,Gym TD,Gym TD
CALIFORNIA,Hanna Boys Center STRTP,Hanna Boys Center STRTP
CALIFORNIA,"Harbor Youth Facility, Inc.","Harbor Youth Facility, Inc."
CALIFORNIA,Hart Community Homes,Hart Community Homes
CALIFORNIA,Harvest Safe Haven for Boys,Harvest Safe Haven for Boys
CALIFORNIA,Hathaway-Sycamores Child and Family Services,Hathaway-Sycamores Child and Family Services
CALIFORNIA,Haven of Hope - Abeona House,Haven of Hope - Abeona House
CALIFORNIA,Haven of Hope - Halcyon House,Haven of Hope - Halcyon House
CALIFORNIA,Haynes House STRTP,Haynes House STRTP
CALIFORNIA,Hazel House,Hazel House
CALIFORNIA,Heart of Worship Community Church Group Home,Heart of Worship Community Church Group Home
CALIFORNIA,Helen E. Cowell Children's Center,Helen E. Cowell Children's Center
CALIFORNIA,Helping Hands Home for Children,Helping Hands Home for Children
CALIFORNIA,High Desert JDAC,High Desert JDAC
CALIFORNIA,Hillcrest Adolescent Treatment Center,Hillcrest Adolescent Treatment Center
CALIFORNIA,Hillcrest Juvenile Hall,Hillcrest Juvenile Hall
CALIFORNIA,Hillside Horizon for Teens - Juanita Facility,Hillside Horizon for Teens - Juanita Facility
CALIFORNIA,Hillside Horizon for Teens - Richard Facility,Hillside Horizon for Teens - Richard Facility
CALIFORNIA,Hillside Horizon for Teens - Ridgeview Facility,Hillside Horizon for Teens - Ridgeview Facility
CALIFORNIA,HillsidesCares RTP,HillsidesCares RTP
CALIFORNIA,Home of Excellence,Home of Excellence
CALIFORNIA,Hope for Youth Inc. - Bain House,Hope for Youth Inc. - Bain House
CALIFORNIA,House of Sulaiman Children's Home,House of Sulaiman Children's Home
CALIFORNIA,Humboldt County Juvenile Hall,Humboldt County Juvenile Hall
CALIFORNIA,Imperial County Juvenile Hall,Imperial County Juvenile Hall
CALIFORNIA,Indio Juvenile Hall,Indio Juvenile Hall
CALIFORNIA,Inspiring Pathways,Inspiring Pathways
CALIFORNIA,Iris Garrett Juvenile Justice Correctional Complex,Iris Garrett Juvenile Justice Correctional Complex
CALIFORNIA,James G. Bowles Juvenile Hall,James G. Bowles Juvenile Hall
CALIFORNIA,James Penny House Inc.,James Penny House Inc.
CALIFORNIA,John & Dorothy Almklov House,John & Dorothy Almklov House
CALIFORNIA,Jordan House of Umoja,Jordan House of Umoja
CALIFORNIA,Juvenile Commitment Facility,Juvenile Commitment Facility
CALIFORNIA,Juvenile Justice Campus,Juvenile Justice Campus
CALIFORNIA,Kearny Mesa Juvenile Detention Facility,Kearny Mesa Juvenile Detention Facility
CALIFORNIA,Kern County Crossroads - Larry J. Rhoades Facility,Kern County Crossroads - Larry J. Rhoades Facility
CALIFORNIA,Key Healthcare Adolescent RTC,Key Healthcare Adolescent RTC
CALIFORNIA,Kings County Juvenile Center,Kings County Juvenile Center
CALIFORNIA,Koinonia BHP - Auburn,Koinonia BHP - Auburn
CALIFORNIA,Koinonia BHP - Loomis Homes for Teens,Koinonia BHP - Loomis Homes for Teens
CALIFORNIA,Koinonia BHP - Rocklin,Koinonia BHP - Rocklin
CALIFORNIA,LA Camp Afflerbaugh,LA Camp Afflerbaugh
CALIFORNIA,LA Camp Glenn Rockey,LA Camp Glenn Rockey
CALIFORNIA,LA Camp Joseph Paige,LA Camp Joseph Paige
CALIFORNIA,LA Central Juvenile Hall,LA Central Juvenile Hall
CALIFORNIA,La Cheim STRTP,La Cheim STRTP
CALIFORNIA,Lafayette RTC,Lafayette RTC
CALIFORNIA,Leadership Empowerment and Discipline Boot Camp,Leadership Empowerment and Discipline Boot Camp
CALIFORNIA,LGTC - Cambrian Park,LGTC - Cambrian Park
CALIFORNIA,LGTC - Willow Glen Residential,LGTC - Willow Glen Residential
CALIFORNIA,Lift Your Head Up STRTP,Lift Your Head Up STRTP
CALIFORNIA,Lightfully Encinitas Teen RTC,Lightfully Encinitas Teen RTC
CALIFORNIA,Lighthouse Mentoring Center,Lighthouse Mentoring Center
CALIFORNIA,Los Padrinos Juvenile Hall SYTF,Los Padrinos Juvenile Hall SYTF
CALIFORNIA,Los Prietos Boys Camp,Los Prietos Boys Camp
CALIFORNIA,Madera Correctional Academy,Madera Correctional Academy
CALIFORNIA,"Manuc,h Inc. - Aspen House","Manuc,h Inc. - Aspen House"
CALIFORNIA,"Manuch, Inc. - Inspiration Peak","Manuch, Inc. - Inspiration Peak"
CALIFORNIA,"Manuch, Inc. - Riverpine","Manuch, Inc. - Riverpine"
CALIFORNIA,Marin County Juvenile Hall,Marin County Juvenile Hall
CALIFORNIA,Mariposa Special Purpose Juvenile Hall,Mariposa Special Purpose Juvenile Hall
CALIFORNIA,Mary's Shelter STRTP,Mary's Shelter STRTP
CALIFORNIA,Maxine Singer Youth Guidance Center,Maxine Singer Youth Guidance Center
CALIFORNIA,Maywright Boys Home,Maywright Boys Home
CALIFORNIA,McAlister Institute Group Home East,McAlister Institute Group Home East
CALIFORNIA,McAlister Institute Group Home South,McAlister Institute Group Home South
CALIFORNIA,"McKinley Children's Center, Inc. STRTP","McKinley Children's Center, Inc. STRTP"
CALIFORNIA,Mended Fences,Mended Fences
CALIFORNIA,Mendocino County Juvenile Hall,Mendocino County Juvenile Hall
CALIFORNIA,Merced Ranch,Merced Ranch
CALIFORNIA,Michael's Youth Treatment Home for Boys,Michael's Youth Treatment Home for Boys
CALIFORNIA,Michigan House,Michigan House
CALIFORNIA,Mid-Valley Youth Center,Mid-Valley Youth Center
CALIFORNIA,Milestone House,Milestone House
CALIFORNIA,Millie's Youth Services,Millie's Youth Services
CALIFORNIA,Mindful Growth Foundation,Mindful Growth Foundation
CALIFORNIA,Ministerial Christian Academy,Ministerial Christian Academy
CALIFORNIA,Mission Prep Adolescent RTC,Mission Prep Adolescent RTC
CALIFORNIA,Mollie's House,Mollie's House
CALIFORNIA,Monterey County Youth Center,Monterey County Youth Center
CALIFORNIA,Mount Helix RTC,Mount Helix RTC
CALIFORNIA,Mountain House Academy,Mountain House Academy
CALIFORNIA,Mountain Valley Child and Family - Bar Du,Mountain Valley Child and Family - Bar Du
CALIFORNIA,Mountain Valley Child and Family - Bradshaw,Mountain Valley Child and Family - Bradshaw
CALIFORNIA,Mountain Valley Child and Family - Gerber,Mountain Valley Child and Family - Gerber
CALIFORNIA,Mountain Valley Child and Family - Nevada City Ranch,Mountain Valley Child and Family - Nevada City Ranch
CALIFORNIA,Mt. Lassen Treatment Center,Mt. Lassen Treatment Center
CALIFORNIA,Muir Wood Teen Treatment Centers - Auberry Road,Muir Wood Teen Treatment Centers - Auberry Road
CALIFORNIA,Muir Wood Teen Treatment Centers - Auberry South,Muir Wood Teen Treatment Centers - Auberry South
CALIFORNIA,Muir Wood Teen Treatment Centers - Auberry West,Muir Wood Teen Treatment Centers - Auberry West
CALIFORNIA,Muir Wood Teen Treatment Centers - Da Vinci,Muir Wood Teen Treatment Centers - Da Vinci
CALIFORNIA,Muir Wood Teen Treatment Centers - Edgewild,Muir Wood Teen Treatment Centers - Edgewild
CALIFORNIA,Muir Wood Teen Treatment Centers - Hannan Ranch,Muir Wood Teen Treatment Centers - Hannan Ranch
CALIFORNIA,Muir Wood Teen Treatment Centers - Haverfield,Muir Wood Teen Treatment Centers - Haverfield
CALIFORNIA,Muir Wood Teen Treatment Centers - I Street,Muir Wood Teen Treatment Centers - I Street
CALIFORNIA,Muir Wood Teen Treatment Centers - Lohrman North & South Campuses,Muir Wood Teen Treatment Centers - Lohrman North & South Campuses
CALIFORNIA,Muir Wood Teen Treatment Centers - Magnolia Campus,Muir Wood Teen Treatment Centers - Magnolia Campus
CALIFORNIA,Muir Wood Teen Treatment Centers - Makena House Campus,Muir Wood Teen Treatment Centers - Makena House Campus
CALIFORNIA,Muir Wood Teen Treatment Centers - Penngrove North & South Campuses,Muir Wood Teen Treatment Centers - Penngrove North & South Campuses
CALIFORNIA,Muir Wood Teen Treatment Centers - Rebecca Campus,Muir Wood Teen Treatment Centers - Rebecca Campus
CALIFORNIA,Muir Wood Teen Treatment Centers - Skillman East,Muir Wood Teen Treatment Centers - Skillman East
CALIFORNIA,Muir Wood Teen Treatment Centers - Skillman North,Muir Wood Teen Treatment Centers - Skillman North
CALIFORNIA,Muir Wood Teen Treatment Centers - Skillman South,Muir Wood Teen Treatment Centers - Skillman South
CALIFORNIA,Muir Wood Teen Treatment Centers - Sonoma Mountain,Muir Wood Teen Treatment Centers - Sonoma Mountain
CALIFORNIA,Muir Wood Teen Treatment Centers - Thompson Ranch,Muir Wood Teen Treatment Centers - Thompson Ranch
CALIFORNIA,Napa County Juvenile Hall,Napa County Juvenile Hall
CALIFORNIA,NAWA Academy,NAWA Academy
CALIFORNIA,"New Alternatives, Inc. - San Pasqual Academy","New Alternatives, Inc. - San Pasqual Academy"
CALIFORNIA,New Beginnings Residential Treatment Facilities - Raja,New Beginnings Residential Treatment Facilities - Raja
CALIFORNIA,New Dawn Treatment Centers,New Dawn Treatment Centers
CALIFORNIA,New Destiny Youth Facility,New Destiny Youth Facility
CALIFORNIA,New Horizons School,New Horizons School
CALIFORNIA,New Start Youth Facility,New Start Youth Facility
CALIFORNIA,New Way Group Home,New Way Group Home
CALIFORNIA,Newport Academy – Acre,Newport Academy – Acre
CALIFORNIA,Newport Academy – Alberca,Newport Academy – Alberca
CALIFORNIA,Newport Academy – Applewood,Newport Academy – Applewood
CALIFORNIA,Newport Academy – Aracena,Newport Academy – Aracena
CALIFORNIA,Newport Academy – Arena,Newport Academy – Arena
CALIFORNIA,Newport Academy – Autumn,Newport Academy – Autumn
CALIFORNIA,Newport Academy – Avocado,Newport Academy – Avocado
CALIFORNIA,Newport Academy – Chandler,Newport Academy – Chandler
CALIFORNIA,Newport Academy – Chariot,Newport Academy – Chariot
CALIFORNIA,Newport Academy – Crestview,Newport Academy – Crestview
CALIFORNIA,Newport Academy – Del Cerro,Newport Academy – Del Cerro
CALIFORNIA,Newport Academy – Flores,Newport Academy – Flores
CALIFORNIA,Newport Academy – French Creek,Newport Academy – French Creek
CALIFORNIA,Newport Academy – Golden,Newport Academy – Golden
CALIFORNIA,Newport Academy – Happy Valley,Newport Academy – Happy Valley
CALIFORNIA,Newport Academy – Highcliff,Newport Academy – Highcliff
CALIFORNIA,Newport Academy – Hill,Newport Academy – Hill
CALIFORNIA,Newport Academy – Hillside,Newport Academy – Hillside
CALIFORNIA,Newport Academy – Maoli,Newport Academy – Maoli
CALIFORNIA,Newport Academy – Morada,Newport Academy – Morada
CALIFORNIA,Newport Academy – Oasis,Newport Academy – Oasis
CALIFORNIA,Newport Academy – Nicasio,Newport Academy – Nicasio
CALIFORNIA,Newport Academy – Palm Hills,Newport Academy – Palm Hills
CALIFORNIA,Newport Academy – Paloma,Newport Academy – Paloma
CALIFORNIA,Newport Academy – Ranch,Newport Academy – Ranch
CALIFORNIA,Newport Academy – Redwood,Newport Academy – Redwood
CALIFORNIA,Newport Academy – Ridgeview,Newport Academy – Ridgeview
CALIFORNIA,Newport Academy – Rodeo,Newport Academy – Rodeo
CALIFORNIA,Newport Academy – Rogers,Newport Academy – Rogers
CALIFORNIA,Newport Academy – Rush Creek,Newport Academy – Rush Creek
CALIFORNIA,Newport Academy – Sundance,Newport Academy – Sundance
CALIFORNIA,Newport Academy – Tanglewood,Newport Academy – Tanglewood
CALIFORNIA,Newport Academy – Valley Vista,Newport Academy – Valley Vista
CALIFORNIA,Newport Academy – Willow Hill,Newport Academy – Willow Hill
CALIFORNIA,Oak Grove Center,Oak Grove Center
CALIFORNIA,Oakendell,Oakendell
CALIFORNIA,Oakridge Home at Le Conte,Oakridge Home at Le Conte
CALIFORNIA,OH Close Youth Correctional Facilitiy,OH Close Youth Correctional Facilitiy
CALIFORNIA,Ojai RTC,Ojai RTC
CALIFORNIA,Olive Crest - Hope Refuge,Olive Crest - Hope Refuge
CALIFORNIA,Olive Crest - Malena,Olive Crest - Malena
CALIFORNIA,Olive Crest - Saylor,Olive Crest - Saylor
CALIFORNIA,Olive Crest - Wheeler,Olive Crest - Wheeler
CALIFORNIA,Operation Safehouse,Operation Safehouse
CALIFORNIA,Optimist Boys Home & Ranch,Optimist Boys Home & Ranch
CALIFORNIA,Optimist Carson,Optimist Carson
CALIFORNIA,Optimist Eagle Rock,Optimist Eagle Rock
CALIFORNIA,Optimist Mission Hills,Optimist Mission Hills
CALIFORNIA,Optimist Van Nuys,Optimist Van Nuys
CALIFORNIA,Optimum Performance Institute,Optimum Performance Institute
CALIFORNIA,Orange County Juvenile Hall,Orange County Juvenile Hall
CALIFORNIA,Orin Allen Youth Rehabilitation Facility,Orin Allen Youth Rehabilitation Facility
CALIFORNIA,Our Healing Center,Our Healing Center
CALIFORNIA,"Our Safehaven, Inc.","Our Safehaven, Inc."
CALIFORNIA,Pacific Lodge Campus,Pacific Lodge Campus
CALIFORNIA,Pacific Teen Treatment,Pacific Teen Treatment
CALIFORNIA,Palo Verde House,Palo Verde House
CALIFORNIA,Paradigm Treatment Centers – Malibu – Birdview,Paradigm Treatment Centers – Malibu – Birdview
CALIFORNIA,Paradigm Treatment Centers – Malibu – Cavalleri,Paradigm Treatment Centers – Malibu – Cavalleri
CALIFORNIA,Paradigm Treatment Centers – Malibu – Via Escondido,Paradigm Treatment Centers – Malibu – Via Escondido
CALIFORNIA,Paradigm Treatment Centers – Mailibu – Point Dume,Paradigm Treatment Centers – Mailibu – Point Dume
CALIFORNIA,Paradigm Treatment Centers – San Francisco – Seaview House,Paradigm Treatment Centers – San Francisco – Seaview House
CALIFORNIA,Paradigm Treatment Centers – San Francisco – Terrace House,Paradigm Treatment Centers – San Francisco – Terrace House
CALIFORNIA,Paradise Adolescent Home Inc.,Paradise Adolescent Home Inc.
CALIFORNIA,Paradise Oaks - Antelope Facility,Paradise Oaks - Antelope Facility
CALIFORNIA,Paradise Oaks - Hazel,Paradise Oaks - Hazel
CALIFORNIA,Paradise Oaks - Hickory,Paradise Oaks - Hickory
CALIFORNIA,Paradise Oaks - Linda Creek,Paradise Oaks - Linda Creek
CALIFORNIA,Paradise Oaks - Madison,Paradise Oaks - Madison
CALIFORNIA,Paradise Oaks - Mariposa,Paradise Oaks - Mariposa
CALIFORNIA,Paradise Oaks - Old Auburn,Paradise Oaks - Old Auburn
CALIFORNIA,Paradise Oaks - Olivine,Paradise Oaks - Olivine
CALIFORNIA,Paradise Oaks - Rosa Vista,Paradise Oaks - Rosa Vista
CALIFORNIA,Paradise Oaks - Sunset,Paradise Oaks - Sunset
CALIFORNIA,Paradise Oaks Youth Services,Paradise Oaks Youth Services
CALIFORNIA,"Pathway Family Services, Inc.","Pathway Family Services, Inc."
CALIFORNIA,"Pennacle Foundation, Inc.","Pennacle Foundation, Inc."
CALIFORNIA,Penny Lane Centers,Penny Lane Centers
CALIFORNIA,"PHILOS Adolescent Treatment Centers, Inc.","PHILOS Adolescent Treatment Centers, Inc."
CALIFORNIA,Phoenix House California,Phoenix House California
CALIFORNIA,Pine Grove Youth Conservation Camp,Pine Grove Youth Conservation Camp
CALIFORNIA,Pine Meadows School,Pine Meadows School
CALIFORNIA,Placer Juvenile Detention Facility,Placer Juvenile Detention Facility
CALIFORNIA,Plan-It Life Temecula House,Plan-It Life Temecula House
CALIFORNIA,Plumfield Academy,Plumfield Academy
CALIFORNIA,Polaris Teen Center - Otis Location,Polaris Teen Center - Otis Location
CALIFORNIA,Polaris Teen Center - Tarzana East Location,Polaris Teen Center - Tarzana East Location
CALIFORNIA,Preston Youth Correctional Facility,Preston Youth Correctional Facility
CALIFORNIA,Progress Ranch,Progress Ranch
CALIFORNIA,Project 14:14 Inc,Project 14:14 Inc
CALIFORNIA,Project Destiny Home of Hope,Project Destiny Home of Hope
